"id","name","parent_id"
33587,"Arts, Entertainment, and Recreation",33584
33589,"Construction",33584
33591,"Educational Services",33584
33590,"Finance and Insurance",33584
33593,"Health Care and Social Assistance",33584
33592,"Information",33584
33597,"Manufacturing",33584
33596,"Mining, Quarrying, and Oil and Gas Extraction",33584
33594,"Other Services (except Public Administration)",33584
33599,"Professional, Scientific, and Technical Services",33584
33595,"Public Administration",33584
33598,"Real Estate and Rental and Leasing",33584
33600,"Retail Trade",33584
33601,"Transportation and Warehousing",33584
33602,"Utilities",33584
33603,"Wholesale Trade",33584
32223,"End Use Classification System",32221
32229,"By Harmonized System",32221
32226,"By NAICS",32221
32230,"By Locality of Origin",32221
33907,"Standard International Trade Classification",32221
32225,"End Use Classification System",32224
32227,"By NAICS",32224
32228,"By Harmonized System",32224
33905,"Standard International Trade Classification",32224
32968,"Eastern Africa",32963
32969,"Middle Africa",32963
32970,"Northern Africa",32963
32971,"Southern Africa",32963
32972,"Western Africa",32963
32973,"Latin America and the Caribbean",32964
32974,"Northern America",32964
32975,"Central Asia",32965
32976,"Eastern Asia",32965
32977,"Southern Asia",32965
32978,"South-Eastern Asia",32965
32979,"Western Asia",32965
32980,"Eastern Europe",32966
32981,"Northern Europe",32966
32982,"Southern Europe",32966
32983,"Western Europe",32966
32984,"Australia and New Zealand",32967
32985,"Melanesia",32967
32986,"Micronesia",32967
32987,"Polynesia",32967
33185,"Banking",33000
33195,"Business Lending",33000
33099,"Financial Indicators",33000
33191,"Financial Institutions",33000
32954,"Financial Stress Indicators",33000
32949,"Interest Rates",33000
32950,"Monetary Data",33000
32952,"Reserves & Monetary Base",33000
33210,"Exchange Rate",33000
32951,"Balance of Payments",32997
32291,"GDP",32997
33196,"GNP",32997
33097,"International Trade and Transactions",32997
32458,"Government Debt",32997
33206,"Trade & International Transactions",32997
33232,"National Income & Product Accounts",32997
33526,"Education",32999
32283,"Employment",32999
33218,"Employment Population Ratio",32999
33525,"Income Distribution",32999
33215,"Job Openings and Labor Turnover",32999
32285,"Labor Force",32999
33217,"Labor Force Participation Rate",32999
33213,"Labor Compensation",32999
32292,"Population",32999
33212,"Productivity & Costs",32999
32284,"Unemployment",32999
33214,"Unemployment Level",32999
33219,"Unemployment Rate",32999
33829,"Migration",32999
33527,"Cell Phone Usage",32294
33092,"Construction",32294
33090,"Industrial Production & Capacity Utilization",32294
33192,"Insurance",32294
33499,"Internet Users",32294
32437,"Manufacturing",32294
32953,"Real Estate",32294
33088,"Retail Sales",32294
33209,"Business Tendency Surveys",32294
33222,"Housing",32294
33229,"Wholesale",32294
33827,"Ease of Doing Business",32294
32266,"Consumer Price Indexes",32998
32427,"Producer Price Indexes",32998
33129,"Trade Indexes",32998
33226,"Wholesale",32998
33503,"House Prices",32998
33255,"Construction",33254
33262,"Economic Situation",33261
33268,"Consumer prices (inflation)",33261
33275,"Confidence indicators",33274
33295,"Order books",33274
33313,"Employment",33274
33319,"Selling prices",33274
33325,"Business situation - Activity",33274
33282,"Confidence Indicators",33281
33289,"Confidence indicators",33288
33301,"Finished goods stocks",33288
33307,"Order books",33288
33331,"Business situation",33288
33345,"Employment",33344
33351,"Business situation - Activity",33344
33357,"Volume of stocks",33344
33375,"Confidence indicators",33344
33369,"Employment",33368
27335,"Counties",27282
30529,"MSAs",27282
27403,"Census Areas and Boroughs",27283
32907,"CPI for MSAs and Consolidated MSAs",27283
33745,"Metropolitan Divisions",27283
30542,"MSAs",27283
27429,"Counties",27284
30545,"MSAs",27284
32942,"CPI for MSAs and Consolidated MSAs",27284
27445,"Counties",149
30551,"MSAs",149
27521,"Counties",27286
30560,"MSAs",27286
32903,"CPI for MSAs and Consolidated MSAs",27286
33159,"Metropolitan Divisions",27286
27580,"Counties",27287
30587,"MSAs",27287
32944,"CPI for MSAs and Consolidated MSAs",27287
27644,"Counties",27288
32872,"CPI for MSAs and Consolidated MSAs",27288
30595,"MSAs",27288
32083,"New England City and Town Areas",27288
27653,"Counties",27289
30600,"MSAs",27289
32879,"CPI for MSAs and Consolidated MSAs",27289
33183,"Metropolitan Divisions",27289
33507,"Counties",27290
30603,"MSAs",27290
32920,"CPI for MSAs and Consolidated MSAs",27290
33177,"Metropolitan Divisions",27290
27659,"Counties",27291
30605,"MSAs",27291
32901,"CPI for MSAs and Consolidated MSAs",27291
33153,"Metropolitan Divisions",27291
27727,"Counties",27292
30625,"MSAs",27292
32899,"CPI for MSAs and Consolidated MSAs",27292
27887,"Counties",27293
30641,"MSAs",27293
33715,"Metropolitan Areas",27293
32940,"CPI for MSAs and Consolidated MSAs",27293
27893,"Counties",27294
30643,"MSAs",27294
27938,"Counties",150
30650,"MSAs",150
32883,"CPI for MSAs and Consolidated MSAs",150
33144,"Metropolitan Divisions",150
28041,"Counties",151
30662,"MSAs",151
32885,"CPI for MSAs and Consolidated MSAs",151
33157,"Metropolitan Divisions",151
28134,"Counties",27297
30679,"MSAs",27297
28234,"Counties",27298
30689,"MSAs",27298
33462,"Metropolitan Areas",27298
28340,"Counties",152
30695,"MSAs",152
32932,"CPI for MSAs and Consolidated MSAs",152
28461,"Parishes",27300
30705,"MSAs",27300
28526,"Counties",27301
32084,"New England City and Town Areas",27301
30714,"MSAs",27301
32915,"CPI for MSAs and Consolidated MSAs",27301
28543,"Counties",27302
33452,"Metropolitan Areas",27302
33130,"Metropolitan Divisions",27302
30718,"MSAs",27302
32881,"CPI for MSAs and Consolidated MSAs",27302
28568,"Counties",27303
32085,"New England City and Town Areas",27303
30725,"MSAs",27303
32911,"CPI for MSAs and Consolidated MSAs",27303
33134,"Metropolitan Divisions",27303
28583,"Counties",27304
30732,"MSAs",27304
32889,"CPI for MSAs and Consolidated MSAs",27304
33150,"Metropolitan Divisions",27304
28667,"Counties",27305
30748,"MSAs",27305
32927,"CPI for MSAs and Consolidated MSAs",27305
28755,"Counties",153
30756,"MSAs",153
28838,"Counties",154
30762,"MSAs",154
32891,"CPI for MSAs and Consolidated MSAs",154
33464,"Metropolitan Areas",154
28954,"Counties",27308
30771,"MSAs",27308
29012,"Counties",27309
30775,"MSAs",27309
29106,"Counties",27310
30779,"MSAs",27310
29124,"Counties",27311
30783,"MSAs",27311
32086,"New England City and Town Areas",27311
32913,"CPI for MSAs and Consolidated MSAs",27311
33170,"Metropolitan Divisions",27311
29135,"Counties",27312
30786,"MSAs",27312
32870,"CPI for MSAs and Consolidated MSAs",27312
33138,"Metropolitan Divisions",27312
33467,"Metropolitan Areas",27312
29157,"Counties",27313
30794,"MSAs",27313
29191,"Counties",27314
30799,"MSAs",27314
32868,"CPI for MSAs and Consolidated MSAs",27314
33164,"Metropolitan Divisions",27314
33469,"Metropolitan Areas",27314
29254,"Counties",27315
30812,"MSAs",27315
29355,"Counties",27316
30828,"MSAs",27316
29409,"Counties",27317
30832,"MSAs",27317
32918,"CPI for MSAs and Consolidated MSAs",27317
29498,"Counties",27318
30849,"MSAs",27318
29576,"Counties",27319
30854,"MSAs",27319
32937,"CPI for MSAs and Consolidated MSAs",27319
29613,"Counties",27320
30861,"MSAs",27320
32874,"CPI for MSAs and Consolidated MSAs",27320
33167,"Metropolitan Divisions",27320
33472,"Metropolitan Areas",27320
33505,"Counties",33504
33475,"MSAs",33504
29682,"Counties",27322
30879,"MSAs",27322
32087,"New England City and Town Areas",27322
29688,"Counties",27323
30881,"MSAs",27323
29735,"Counties",27324
30892,"MSAs",27324
29802,"Counties",193
30896,"MSAs",193
29898,"Counties",27326
30907,"MSAs",27326
32897,"CPI for MSAs and Consolidated MSAs",27326
33147,"Metropolitan Divisions",27326
30154,"Counties",27328
30934,"MSAs",27328
30184,"Counties",27329
32088,"New England City and Town Areas",27329
30940,"MSAs",27329
30199,"Counties",27330
30942,"MSAs",27330
32923,"CPI for MSAs and Consolidated MSAs",27330
33179,"Metropolitan Divisions",27330
33484,"Metropolitan Areas",27330
30376,"Counties",27332
30968,"MSAs",27332
32925,"CPI for MSAs and Consolidated MSAs",27332
33181,"Metropolitan Divisions",27332
30336,"Counties",27331
30955,"MSAs",27331
32905,"CPI for MSAs and Consolidated MSAs",27331
33172,"Metropolitan Divisions",27331
30432,"Counties",27333
30979,"MSAs",27333
32887,"CPI for MSAs and Consolidated MSAs",27333
33175,"Metropolitan Divisions",27333
30505,"Counties",27334
30995,"MSAs",27334
32048,"Census Divisions",32044
32051,"Census Divisions",32045
32054,"Census Divisions",32046
32058,"Census Divisions",32047
32854,"Population Size Class A (over 1,500,000)",32851
32855,"Population Size Class B/C (between 50,000 and 1,500,000)",32851
32856,"Population Size Class D (under 50,000)",32851
32857,"Population Size Class A (over 1,500,000)",32850
32858,"Population Size Class B/C (between 50,000 and 1,500,000)",32850
32863,"Population Size Class A (over 1,500,000)",32852
32865,"Population Size Class B/C (between 50,000 and 1,500,000)",32852
32867,"Population Size Class D (under 50,000)",32852
32864,"Population Size Class A (over 1,500,000)",32853
32866,"Population Size Class B/C (between 50,000 and 1,500,000)",32853
32157,"States in District",32146
32158,"Counties in District",32146
32159,"MSAs in District",32146
32162,"States in District",32147
32163,"Counties in District",32147
32164,"MSAs in District",32147
32167,"States in District",32148
32168,"Counties in District",32148
32169,"MSAs in District",32148
32172,"States in District",32149
32173,"Counties in District",32149
32174,"MSAs in District",32149
32177,"States in District",32150
32178,"Counties in District",32150
32179,"MSAs in District",32150
32182,"States in District",32151
32183,"Counties in District",32151
32184,"MSAs in District",32151
32187,"States in District",32152
32188,"Counties in District",32152
32189,"MSAs in District",32152
32192,"States in District",32153
32193,"Counties in District",32153
32194,"MSAs in District",32153
32197,"States in District",32154
32198,"Counties in District",32154
32199,"MSAs in District",32154
32202,"States in District",32155
32203,"Counties in District",32155
32204,"MSAs in District",32155
32207,"States in District",32156
32208,"Counties in District",32156
32209,"MSAs in District",32156
32073,"States in District",133
32072,"Counties in District",133
32074,"MSAs in District",133
32988,"Caribbean",32973
32989,"Central America",32973
32990,"South America",32973
33186,"Condition of Banks",33185
33187,"Bond Market Data",33099
33211,"Financial Activity Measures",33099
33497,"Money Market Instruments",33099
33493,"Securities",33099
33194,"Stock Market Data",33099
33220,"M3 and Components",32950
33221,"M1 and Components",32950
33223,"Reserves",32950
33227,"M2 and Components",32950
33234,"Monetary Base",32950
33207,"Trade Balance",33206
33208,"International Finance",33206
33224,"Exports",33206
33225,"Imports",33206
33233,"Govt Receipts, Expenditures & Investment",33232
33237,"Price Indexes & Deflators",33232
33238,"Personal Income & Outlays",33232
33739,"Birth Rate",32292
33512,"Fertility Rate",32292
33510,"Infant Mortality",32292
33513,"Life Expectancy",32292
33511,"Literacy Rate",32292
33498,"Migration",32292
33228,"Inventories",32437
33006,"Alcoholic Beverages and Tobacco",32266
33004,"All Items",32266
33007,"Clothing and Footwear",32266
33012,"Communications",32266
33014,"Education",32266
33005,"Food and Non-Alcoholic Beverages",32266
33010,"Health",32266
33009,"Household Equipment",32266
33008,"Housing",32266
33015,"Hotels and Restaurants",32266
33016,"Miscellaneous Goods and Services",32266
33013,"Recreation and Culture",32266
33017,"Special Indexes",32266
33011,"Transport",32266
33256,"Buildings",33255
33263,"Future tendency",33262
33269,"Future tendency",33268
33276,"Composite indicators",33275
33296,"Level",33295
33314,"Future tendency",33313
33320,"Future tendency",33319
33326,"Present",33325
33283,"Composite Indicators",33282
33290,"Composite indicators",33289
33302,"Level",33301
33308,"Level",33307
33332,"Current",33331
33346,"Future tendency",33345
33352,"Present",33351
33363,"Future tendency",33351
33358,"Level",33357
33376,"Composite indicators",33375
33370,"Future Tendency",33369
27336,"Autauga County, AL",27335
27337,"Baldwin County, AL",27335
27338,"Barbour County, AL",27335
27339,"Bibb County, AL",27335
27340,"Blount County, AL",27335
27341,"Bullock County, AL",27335
27342,"Butler County, AL",27335
27343,"Calhoun County, AL",27335
27344,"Chambers County, AL",27335
27345,"Cherokee County, AL",27335
27346,"Chilton County, AL",27335
27347,"Choctaw County, AL",27335
27348,"Clarke County, AL",27335
27349,"Clay County, AL",27335
27350,"Cleburne County, AL",27335
27351,"Coffee County, AL",27335
27352,"Colbert County, AL",27335
27353,"Conecuh County, AL",27335
27354,"Coosa County, AL",27335
27355,"Covington County, AL",27335
27356,"Crenshaw County, AL",27335
27357,"Cullman County, AL",27335
27358,"Dale County, AL",27335
27359,"Dallas County, AL",27335
27360,"De Kalb County, AL",27335
27361,"Elmore County, AL",27335
27362,"Escambia County, AL",27335
27363,"Etowah County, AL",27335
27364,"Fayette County, AL",27335
27365,"Franklin County, AL",27335
27366,"Geneva County, AL",27335
27367,"Greene County, AL",27335
27368,"Hale County, AL",27335
27369,"Henry County, AL",27335
27370,"Houston County, AL",27335
27371,"Jackson County, AL",27335
27372,"Jefferson County, AL",27335
27373,"Lamar County, AL",27335
27374,"Lauderdale County, AL",27335
27375,"Lawrence County, AL",27335
27376,"Lee County, AL",27335
27377,"Limestone County, AL",27335
27378,"Lowndes County, AL",27335
27379,"Macon County, AL",27335
27380,"Madison County, AL",27335
27381,"Marengo County, AL",27335
27382,"Marion County, AL",27335
27383,"Marshall County, AL",27335
27384,"Mobile County, AL",27335
27385,"Monroe County, AL",27335
27386,"Montgomery County, AL",27335
27387,"Morgan County, AL",27335
27388,"Perry County, AL",27335
27389,"Pickens County, AL",27335
27390,"Pike County, AL",27335
27391,"Randolph County, AL",27335
27392,"Russell County, AL",27335
27393,"Shelby County, AL",27335
27394,"St. Clair County, AL",27335
27395,"Sumter County, AL",27335
27396,"Talladega County, AL",27335
27397,"Tallapoosa County, AL",27335
27398,"Tuscaloosa County, AL",27335
27399,"Walker County, AL",27335
27400,"Washington County, AL",27335
27401,"Wilcox County, AL",27335
27402,"Winston County, AL",27335
30530,"Anniston-Oxford, AL",30529
30531,"Auburn-Opelika, AL",30529
30532,"Birmingham-Hoover, AL",30529
30533,"Columbus, GA-AL",30529
33417,"Daphne-Fairhope-Foley, AL",30529
30534,"Decatur, AL",30529
30535,"Dothan, AL",30529
32080,"Florence-Muscle Shoals, AL",30529
30537,"Gadsden, AL",30529
30538,"Huntsville, AL",30529
30539,"Mobile, AL",30529
30540,"Montgomery, AL",30529
30541,"Tuscaloosa, AL",30529
27404,"Aleutians East Borough, AK",27403
33743,"Aleutian Islands Census Area",27403
27405,"Aleutians West Census Area, AK",27403
27406,"Anchorage Borough/municipality, AK",27403
27407,"Bethel Census Area, AK",27403
27408,"Bristol Bay Borough, AK",27403
32079,"Denali Borough, AK",27403
27409,"Dillingham Census Area, AK",27403
27410,"Fairbanks North Star Borough, AK",27403
27411,"Haines Borough, AK",27403
33517,"Hoonah-Angoon Census Area, AK",27403
27412,"Juneau Borough/city, AK",27403
27413,"Kenai Peninsula Borough, AK",27403
27414,"Ketchikan Gateway Borough, AK",27403
27415,"Kodiak Island Borough, AK",27403
33897,"Kusilvak Census Area, AK",27403
27416,"Lake and Peninsula Borough, AK",27403
27417,"Matanuska-Susitna Borough, AK",27403
27418,"Nome Census Area, AK",27403
27419,"North Slope Borough, AK",27403
27420,"Northwest Arctic Borough, AK",27403
33519,"Petersburg Census Area, AK",27403
33520,"Prince of Wales-Hyder Census Area, AK",27403
27421,"Prince of Wales-Outer Ketchikan Census Area, AK",27403
27422,"Sitka Borough/city, AK",27403
27423,"Skagway-Hoonah-Angoon Census Area, AK",27403
33516,"Skagway Municipality, AK",27403
27424,"Southeast Fairbanks Census Area, AK",27403
27425,"Valdez-Cordova Census Area, AK",27403
27426,"Wade Hampton Census Area, AK",27403
33518,"Wrangell Borough/City, AK",27403
27427,"Wrangell-Petersburg Census Area, AK",27403
32212,"Yakutat City and Borough",27403
27428,"Yukon-Koyukuk Census Area, AK",27403
32908,"Anchorage, AK (MSA)",32907
33785,"Aleutian Islands Division, AK",33745
33786,"Angoon Division, AK",33745
33787,"Barrow-North Slope Division, AK",33745
33788,"Bethel Division, AK",33745
33789,"Bristol Bay Division, AK",33745
33790,"Cordova-McCarthy Division, AK",33745
33791,"Haines Division, AK",33745
33792,"Kenai-Cook Inlet Division, AK",33745
33793,"Kuskokwim Division, AK",33745
33794,"Outer Ketchikan Division, AK",33745
33795,"Prince of Wales Division, AK",33745
33796,"Seward Division, AK",33745
33797,"Sitka Division, AK",33745
33798,"Skagway-Yakutat Division, AK",33745
33799,"Southeast Fairbanks Division, AK",33745
33800,"Upper Yukon Division, AK",33745
33801,"Valdez-Chitina-Whittier Division, AK",33745
33802,"Wrangell-Petersburg Division, AK",33745
33803,"Yukon-Koyukuk Division, AK",33745
30543,"Anchorage, AK",30542
30544,"Fairbanks, AK",30542
27430,"Apache County, AZ",27429
27431,"Cochise County, AZ",27429
27432,"Coconino County, AZ",27429
27433,"Gila County, AZ",27429
27434,"Graham County, AZ",27429
27435,"Greenlee County, AZ",27429
27436,"La Paz County, AZ",27429
27437,"Maricopa County, AZ",27429
27438,"Mohave County, AZ",27429
27439,"Navajo County, AZ",27429
27440,"Pima County, AZ",27429
27441,"Pinal County, AZ",27429
27442,"Santa Cruz County, AZ",27429
27443,"Yavapai County, AZ",27429
27444,"Yuma County, AZ",27429
30546,"Flagstaff, AZ",30545
32144,"Lake Havasu City-Kingman, AZ",30545
30547,"Phoenix-Mesa-Chandler, AZ",30545
30548,"Prescott Valley-Prescott, AZ",30545
33435,"Sierra Vista-Douglas, AZ",30545
30549,"Tucson, AZ",30545
30550,"Yuma, AZ",30545
32943,"Phoenix-Mesa, AZ (MSA)",32942
798,"Arkansas County, AR",27445
796,"Ashley County, AR",27445
794,"Baxter County, AR",27445
792,"Benton County, AR",27445
790,"Boone County, AR",27445
787,"Bradley County, AR",27445
786,"Calhoun County, AR",27445
784,"Carroll County, AR",27445
782,"Chicot County, AR",27445
780,"Clark County, AR",27445
778,"Clay County, AR",27445
776,"Cleburne County, AR",27445
774,"Cleveland County, AR",27445
772,"Columbia County, AR",27445
770,"Conway County, AR",27445
768,"Craighead County, AR",27445
766,"Crawford County, AR",27445
764,"Crittenden County, AR",27445
762,"Cross County, AR",27445
760,"Dallas County, AR",27445
758,"Desha County, AR",27445
756,"Drew County, AR",27445
754,"Faulkner County, AR",27445
752,"Franklin County, AR",27445
750,"Fulton County, AR",27445
748,"Garland County, AR",27445
746,"Grant County, AR",27445
744,"Greene County, AR",27445
742,"Hempstead County, AR",27445
740,"Hot Spring County, AR",27445
738,"Howard County, AR",27445
736,"Independence County, AR",27445
734,"Izard County, AR",27445
732,"Jackson County, AR",27445
730,"Jefferson County, AR",27445
728,"Johnson County, AR",27445
726,"Lafayette County, AR",27445
724,"Lawrence County, AR",27445
722,"Lee County, AR",27445
720,"Lincoln County, AR",27445
718,"Little River County, AR",27445
716,"Logan County, AR",27445
714,"Lonoke County, AR",27445
712,"Madison County, AR",27445
710,"Marion County, AR",27445
708,"Miller County, AR",27445
706,"Mississippi County, AR",27445
704,"Monroe County, AR",27445
702,"Montgomery County, AR",27445
700,"Nevada County, AR",27445
698,"Newton County, AR",27445
696,"Ouachita County, AR",27445
693,"Perry County, AR",27445
691,"Phillips County, AR",27445
689,"Pike County, AR",27445
687,"Poinsett County, AR",27445
685,"Polk County, AR",27445
683,"Pope County, AR",27445
799,"Prairie County, AR",27445
680,"Pulaski County, AR",27445
678,"Randolph County, AR",27445
676,"Saline County, AR",27445
674,"Scott County, AR",27445
672,"Searcy County, AR",27445
670,"Sebastian County, AR",27445
668,"Sevier County, AR",27445
666,"Sharp County, AR",27445
664,"St. Francis County, AR",27445
662,"Stone County, AR",27445
660,"Union County, AR",27445
658,"Van Buren County, AR",27445
656,"Washington County, AR",27445
654,"White County, AR",27445
652,"Woodruff County, AR",27445
650,"Yell County, AR",27445
30552,"Fayetteville-Springdale-Rogers, AR",30551
337,"Fort Smith, AR-OK",30551
3007,"Hot Springs, AR",30551
335,"Jonesboro, AR",30551
334,"Little Rock-North Little Rock-Conway, AR",30551
30557,"Memphis, TN-MS-AR",30551
329,"Pine Bluff, AR",30551
30559,"Texarkana, TX-AR",30551
27522,"Alameda County, CA",27521
27523,"Alpine County, CA",27521
27524,"Amador County, CA",27521
27525,"Butte County, CA",27521
27526,"Calaveras County, CA",27521
27527,"Colusa County, CA",27521
27528,"Contra Costa County, CA",27521
27529,"Del Norte County, CA",27521
27530,"El Dorado County, CA",27521
27531,"Fresno County, CA",27521
27532,"Glenn County, CA",27521
27533,"Humboldt County, CA",27521
27534,"Imperial County, CA",27521
27535,"Inyo County, CA",27521
27536,"Kern County, CA",27521
27537,"Kings County, CA",27521
27538,"Lake County, CA",27521
27539,"Lassen County, CA",27521
27540,"Los Angeles County, CA",27521
27541,"Madera County, CA",27521
27542,"Marin County, CA",27521
27543,"Mariposa County, CA",27521
27544,"Mendocino County, CA",27521
27545,"Merced County, CA",27521
27546,"Modoc County, CA",27521
27547,"Mono County, CA",27521
27548,"Monterey County, CA",27521
27549,"Napa County, CA",27521
27550,"Nevada County, CA",27521
27551,"Orange County, CA",27521
27552,"Placer County, CA",27521
27553,"Plumas County, CA",27521
27554,"Riverside County, CA",27521
27555,"Sacramento County, CA",27521
27556,"San Benito County, CA",27521
27557,"San Bernardino County, CA",27521
27558,"San Diego County, CA",27521
27559,"San Francisco County/city, CA",27521
27560,"San Joaquin County, CA",27521
27561,"San Luis Obispo County, CA",27521
27562,"San Mateo County, CA",27521
27563,"Santa Barbara County, CA",27521
27564,"Santa Clara County, CA",27521
27565,"Santa Cruz County, CA",27521
27566,"Shasta County, CA",27521
27567,"Sierra County, CA",27521
27568,"Siskiyou County, CA",27521
27569,"Solano County, CA",27521
27570,"Sonoma County, CA",27521
27571,"Stanislaus County, CA",27521
27572,"Sutter County, CA",27521
27573,"Tehama County, CA",27521
27574,"Trinity County, CA",27521
27575,"Tulare County, CA",27521
27576,"Tuolumne County, CA",27521
27577,"Ventura County, CA",27521
27578,"Yolo County, CA",27521
27579,"Yuba County, CA",27521
30561,"Bakersfield, CA",30560
30562,"Chico, CA",30560
30563,"El Centro, CA",30560
30564,"Fresno, CA",30560
30565,"Hanford-Corcoran, CA",30560
30566,"Los Angeles-Long Beach-Anaheim, CA",30560
30567,"Madera, CA",30560
30568,"Merced, CA",30560
30569,"Modesto, CA",30560
30570,"Napa, CA",30560
30571,"Oxnard-Thousand Oaks-Ventura, CA",30560
30572,"Redding, CA",30560
30573,"Riverside-San Bernardino-Ontario, CA",30560
30574,"Sacramento-Roseville-Folsom, CA",30560
30575,"Salinas, CA",30560
30576,"San Diego-Chula Vista-Carlsbad, CA",30560
30577,"San Francisco-Oakland-Berkeley, CA",30560
30578,"San Jose-Sunnyvale-Santa Clara, CA",30560
30579,"San Luis Obispo-Paso Robles, CA",30560
30581,"Santa Cruz-Watsonville, CA",30560
30580,"Santa Maria-Santa Barbara, CA",30560
30582,"Santa Rosa-Petaluma, CA",30560
30583,"Stockton, CA",30560
30584,"Vallejo, CA",30560
30585,"Visalia, CA",30560
30586,"Yuba City, CA",30560
32904,"Los Angeles-Riverside-Orange County, CA (CMSA)",32903
32936,"San Diego, CA (MSA)",32903
32910,"San Francisco-Oakland-San Jose, CA (CMSA)",32903
33411,"Anaheim-Santa Ana-Irvine, CA",33159
33160,"Los Angeles-Long Beach-Glendale, CA",33159
33161,"Oakland-Hayward-Berkeley, CA",33159
33162,"San Francisco-Redwood City-South San Francisco, CA",33159
33434,"San Rafael, CA",33159
33163,"Santa Ana-Anaheim-Irvine, CA ",33159
27581,"Adams County, CO",27580
27582,"Alamosa County, CO",27580
27583,"Arapahoe County, CO",27580
27584,"Archuleta County, CO",27580
27585,"Baca County, CO",27580
27586,"Bent County, CO",27580
27587,"Boulder County, CO",27580
32077,"Broomfield County/city, CO",27580
27588,"Chaffee County, CO",27580
27589,"Cheyenne County, CO",27580
27590,"Clear Creek County, CO",27580
27591,"Conejos County, CO",27580
27592,"Costilla County, CO",27580
27593,"Crowley County, CO",27580
27594,"Custer County, CO",27580
27595,"Delta County, CO",27580
27596,"Denver County, CO",27580
27597,"Dolores County, CO",27580
27598,"Douglas County, CO",27580
27599,"Eagle County, CO",27580
27600,"Elbert County, CO",27580
27601,"El Paso County, CO",27580
27602,"Fremont County, CO",27580
27603,"Garfield County, CO",27580
27604,"Gilpin County, CO",27580
27605,"Grand County, CO",27580
27606,"Gunnison County, CO",27580
27607,"Hinsdale County, CO",27580
27608,"Huerfano County, CO",27580
27609,"Jackson County, CO",27580
27610,"Jefferson County, CO",27580
27611,"Kiowa County, CO",27580
27612,"Kit Carson County, CO",27580
27613,"Lake County, CO",27580
27614,"La Plata County, CO",27580
27615,"Larimer County, CO",27580
27616,"Las Animas County, CO",27580
27617,"Lincoln County, CO",27580
27618,"Logan County, CO",27580
27619,"Mesa County, CO",27580
27620,"Mineral County, CO",27580
27621,"Moffat County, CO",27580
27622,"Montezuma County, CO",27580
27623,"Montrose County, CO",27580
27624,"Morgan County, CO",27580
27625,"Otero County, CO",27580
27626,"Ouray County, CO",27580
27627,"Park County, CO",27580
27628,"Phillips County, CO",27580
27629,"Pitkin County, CO",27580
27630,"Prowers County, CO",27580
27631,"Pueblo County, CO",27580
27632,"Rio Blanco County, CO",27580
27633,"Rio Grande County, CO",27580
27634,"Routt County, CO",27580
27635,"Saguache County, CO",27580
27636,"San Juan County, CO",27580
27637,"San Miguel County, CO",27580
27638,"Sedgwick County, CO",27580
27639,"Summit County, CO",27580
27640,"Teller County, CO",27580
27641,"Washington County, CO",27580
27642,"Weld County, CO",27580
27643,"Yuma County, CO",27580
30588,"Boulder, CO",30587
33944,"Canon, CO",30587
30589,"Colorado Springs, CO",30587
30590,"Denver-Aurora-Lakewood, CO",30587
30591,"Fort Collins, CO",30587
30592,"Grand Junction, CO",30587
30593,"Greeley, CO",30587
30594,"Pueblo, CO",30587
32945,"Denver-Boulder-Greeley, CO (CMSA)",32944
27645,"Fairfield County, CT",27644
27646,"Hartford County, CT",27644
27647,"Litchfield County, CT",27644
27648,"Middlesex County, CT",27644
27649,"New Haven County, CT",27644
27650,"New London County, CT",27644
27651,"Tolland County, CT",27644
27652,"Windham County, CT",27644
32917,"Boston-Brockton-Nashua, MA-NH-ME-CT (CMSA)",32872
32873,"New York-Northern New Jersey-Long Island, NY-NJ-CT-PA (CMSA)",32872
30596,"Bridgeport-Stamford-Norwalk, CT",30595
30597,"Hartford-East Hartford-Middletown, CT",30595
30598,"New Haven-Milford, CT",30595
30599,"Norwich-New London, CT",30595
32089,"Bridgeport-Stamford-Norwalk, CT",32083
32090,"Danbury, CT",32083
32091,"Danielson, CT",32083
32092,"Hartford-West Hartford-East Hartford, CT",32083
32093,"New Haven, CT",32083
32094,"Norwich-New London, CT-RI",32083
32095,"Springfield, MA-CT",32083
32096,"Torrington, CT",32083
32097,"Waterbury, CT",32083
32098,"Willimantic, CT",32083
32099,"Worcester, MA-CT",32083
27654,"Kent County, DE",27653
27655,"New Castle County, DE",27653
27656,"Sussex County, DE",27653
30601,"Dover, DE",30600
30602,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",30600
33685,"Salisbury, MD-DE",30600
32880,"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD (CMSA)",32879
33184,"Wilmington, DE-MD-NJ",33183
33508,"District of Columbia",33507
30604,"Washington-Arlington-Alexandria, DC-VA-MD-WV",30603
32921,"Washington-Baltimore, DC-MD-VA-WV (CMSA)",32920
33178,"Washington-Arlington-Alexandria, DC-VA-MD-WV",33177
27660,"Alachua County, FL",27659
27661,"Baker County, FL",27659
27662,"Bay County, FL",27659
27663,"Bradford County, FL",27659
27664,"Brevard County, FL",27659
27665,"Broward County, FL",27659
27666,"Calhoun County, FL",27659
27667,"Charlotte County, FL",27659
27668,"Citrus County, FL",27659
27669,"Clay County, FL",27659
27670,"Collier County, FL",27659
27671,"Columbia County, FL",27659
27673,"De Soto County, FL",27659
27674,"Dixie County, FL",27659
